0 0.340188
0.0117188 0.333779
0.0234375 1.14767
0.0351562 1.56033
0.046875 2.03051
0.0585938 1.62223
0.0703125 2.00582
0.0820312 2.61856
0.09375 2.23801
0.105469 2.55344
0.117188 2.44735
0.128906 2.50509
0.140625 2.08998
0.152344 2.03924
0.164062 2.24095
0.175781 1.94166
0.1875 1.38401
0.199219 1.18672
0.210938 0.342079
0.222656 0.559049
0.234375 -0.250365
0.246094 -0.205637
0.257812 -0.451167
0.269531 0.120683
0.28125 -0.576689
0.292969 -0.338923
0.304688 -0.577162
0.316406 -0.531614
0.328125 0.451359
0.339844 -0.218468
0.351562 0.19609
0.363281 0.642142
0.375 0.526853
0.386719 0.304882
0.398438 0.717855
0.410156 0.647775
0.421875 0.628695
0.433594 1.08659
0.445312 0.352742
0.457031 0.748215
0.46875 0.394722
0.480469 0.509239
0.492188 -0.0019898
0.503906 0.342491
0.515625 -0.409897
0.527344 -0.474511
0.539062 -0.135418
0.550781 -0.116541
0.5625 -1.0297
0.574219 -0.182354
0.585938 -0.604981
0.597656 -1.01198
0.609375 -0.843315
0.621094 -0.284727
0.632812 0.0487672
0.644531 -0.374663
0.65625 -0.53851
0.667969 -0.467794
0.679688 0.0697028
0.691406 -0.248727
0.703125 -0.0286968
0.714844 0.710833
0.726562 0.607305
0.738281 0.476061
0.75 -0.233334
0.761719 -0.128559
0.773438 -0.500265
0.785156 -0.354662
0.796875 -0.865582
0.808594 -0.987217
0.820312 -1.40241
0.832031 -2.16399
0.84375 -2.0128
0.855469 -1.73178
0.867188 -1.90103
0.878906 -2.22459
0.890625 -2.71281
0.902344 -2.24259
0.914062 -2.25484
0.925781 -2.38405
0.9375 -1.82581
0.949219 -2.06099
0.960938 -1.44583
0.972656 -0.620674
0.984375 -0.254191
0.996094 -0.316836
1.00781 0.0227849
1.01953 1.11866
1.03125 0.983705
1.04297 1.69173
1.05469 2.28548
1.06641 2.18436
1.07812 2.45536
1.08984 2.79014
1.10156 2.43374
1.11328 2.91117
1.125 2.31265
1.13672 2.59615
1.14844 2.28126
1.16016 2.28222
1.17188 1.59786
1.18359 1.0573
1.19531 1.51209
1.20703 1.20847
1.21875 0.179659
1.23047 0.683529
1.24219 0.248716
1.25391 -0.114707
1.26562 -0.0372494
1.27734 -0.44064
1.28906 0.0436856
1.30078 -0.414521
1.3125 -0.218878
1.32422 -0.354839
1.33594 -0.287591
1.34766 -0.0810125
1.35938 0.320065
1.37109 0.295126
1.38281 0.149189
1.39453 0.966214
1.40625 0.215647
1.41797 0.260944
1.42969 0.62002
1.44141 0.842035
1.45312 0.992477
1.46484 0.841782
